timestamp,x,y,fix_quality,satellite_count,deviation_to_plan
2025-04-25T16:50:41.503271,16.00,5.00,,,4.000
2025-04-25T16:50:42.034594,15.00,5.00,,,5.000
2025-04-25T16:50:42.442175,14.00,5.00,,,4.000
2025-04-25T16:50:42.841218,13.00,5.00,,,3.000
2025-04-25T16:50:43.484897,12.00,5.00,,,2.000
2025-04-25T16:50:43.868460,11.00,5.00,,,1.000
2025-04-25T16:50:44.249081,10.20,5.00,,,0.200
2025-04-25T16:50:44.618316,10.00,5.00,,,0.000
2025-04-25T16:50:45.030201,9.00,5.00,,,1.000
2025-04-25T16:50:45.404612,8.00,5.00,,,2.000
2025-04-25T16:50:45.841944,7.00,5.00,,,3.000
2025-04-25T16:50:46.202626,6.00,5.00,,,4.000
2025-04-25T16:50:46.570828,5.00,5.00,,,5.000
2025-04-25T16:50:46.835505,4.00,5.00,,,4.000
2025-04-25T16:50:47.189789,3.00,5.00,,,3.000
2025-04-25T16:50:47.549782,2.00,5.00,,,2.000
2025-04-25T16:50:47.906890,1.00,5.00,,,1.000
2025-04-25T16:50:48.276551,0.20,5.00,,,0.200
2025-04-25T16:50:48.685368,0.00,5.00,,,0.000
2025-04-25T16:50:50.679073,0.00,5.00,,,0.000
2025-04-25T16:50:52.294109,-0.00,4.00,,,1.000
2025-04-25T16:50:52.649440,-0.00,3.00,,,2.000
2025-04-25T16:50:52.889034,-0.00,2.00,,,2.000
2025-04-25T16:50:53.281885,-0.00,1.00,,,1.000
2025-04-25T16:50:53.690269,-0.00,0.20,,,0.200
2025-04-25T16:50:54.043832,0.00,0.00,,,0.000
2025-04-25T16:50:55.520238,0.00,0.00,,,0.000
2025-04-25T16:50:55.923489,1.00,0.00,,,1.000
2025-04-25T16:50:56.256644,2.00,0.00,,,2.000
2025-04-25T16:50:56.598637,3.00,0.00,,,3.000
2025-04-25T16:50:57.010770,4.00,0.00,,,4.000
2025-04-25T16:50:57.352321,5.00,0.00,,,5.000
2025-04-25T16:50:57.706410,6.00,0.00,,,4.000
2025-04-25T16:50:58.049646,7.00,0.00,,,3.000
2025-04-25T16:50:58.382685,8.00,0.00,,,2.000
2025-04-25T16:50:58.773934,9.00,0.00,,,1.000
2025-04-25T16:50:59.118784,9.80,0.00,,,0.200
2025-04-25T16:50:59.468096,10.00,0.00,,,0.000
2025-04-25T16:50:59.874167,11.00,0.00,,,1.000
2025-04-25T16:51:00.256671,12.00,0.00,,,2.000
2025-04-25T16:51:00.637159,13.00,0.00,,,3.000
2025-04-25T16:51:00.970319,14.00,0.00,,,4.000
2025-04-25T16:51:01.319941,15.00,0.00,,,5.000
2025-04-25T16:51:01.730627,16.00,0.00,,,4.000
2025-04-25T16:51:02.082889,17.00,0.00,,,3.000
2025-04-25T16:51:02.427939,18.00,0.00,,,2.000
2025-04-25T16:51:02.765113,19.00,0.00,,,1.000
2025-04-25T16:51:03.098694,19.80,0.00,,,0.200
2025-04-25T16:51:03.501218,20.00,0.00,,,0.000
2025-04-25T16:51:03.862952,21.00,0.00,,,1.000
2025-04-25T16:51:04.260412,22.00,0.00,,,2.000
2025-04-25T16:51:04.593356,23.00,0.00,,,3.000
2025-04-25T16:51:04.950537,24.00,0.00,,,4.000
2025-04-25T16:51:05.297937,25.00,0.00,,,5.000
2025-04-25T16:51:05.692824,26.00,0.00,,,4.000
2025-04-25T16:51:06.094925,27.00,0.00,,,3.000
2025-04-25T16:51:06.461699,28.00,0.00,,,2.000
2025-04-25T16:51:06.820280,29.00,0.00,,,1.000
2025-04-25T16:51:07.160929,29.80,0.00,,,0.200
2025-04-25T16:51:07.544920,30.00,0.00,,,0.000
2025-04-25T16:51:07.903267,31.00,0.00,,,1.000
2025-04-25T16:51:08.397054,32.00,0.00,,,2.000
2025-04-25T16:51:08.778387,33.00,0.00,,,3.000
2025-04-25T16:51:09.321964,34.00,0.00,,,4.000
2025-04-25T16:51:09.959533,35.00,0.00,,,5.000
2025-04-25T16:51:10.420789,36.00,0.00,,,4.000
2025-04-25T16:51:10.914450,37.00,0.00,,,3.000
2025-04-25T16:51:11.374814,38.00,0.00,,,2.000
2025-04-25T16:51:11.707023,39.00,0.00,,,1.000
2025-04-25T16:51:12.048819,39.80,0.00,,,0.200
2025-04-25T16:51:12.384638,40.00,0.00,,,0.000
2025-04-25T16:51:12.735587,41.00,0.00,,,1.000
2025-04-25T16:51:13.075926,42.00,0.00,,,2.000
2025-04-25T16:51:13.419695,43.00,0.00,,,3.000
2025-04-25T16:51:13.742246,44.00,0.00,,,4.000
2025-04-25T16:51:14.091087,45.00,0.00,,,5.000
2025-04-25T16:51:14.434286,46.00,0.00,,,4.000
2025-04-25T16:51:14.915533,47.00,0.00,,,3.000
2025-04-25T16:51:15.306510,48.00,0.00,,,2.000
2025-04-25T16:51:15.731461,49.00,0.00,,,1.000
2025-04-25T16:51:16.118545,49.80,0.00,,,0.200
2025-04-25T16:51:16.448384,50.00,0.00,,,0.000
2025-04-25T16:51:16.857165,51.00,0.00,,,1.000
2025-04-25T16:51:17.306108,52.00,0.00,,,2.000
2025-04-25T16:51:17.655135,53.00,0.00,,,3.000
2025-04-25T16:51:17.981944,54.00,0.00,,,4.000
2025-04-25T16:51:18.353729,55.00,0.00,,,5.000
2025-04-25T16:51:18.737584,56.00,0.00,,,4.000
2025-04-25T16:51:19.126538,57.00,0.00,,,3.000
2025-04-25T16:51:19.511903,58.00,0.00,,,2.000
2025-04-25T16:51:19.881320,59.00,0.00,,,1.000
2025-04-25T16:51:20.222454,59.80,0.00,,,0.200
2025-04-25T16:51:20.618665,60.00,0.00,,,0.000
2025-04-25T16:51:21.028719,61.00,0.00,,,1.000
2025-04-25T16:51:21.393381,62.00,0.00,,,2.000
2025-04-25T16:51:21.770154,63.00,0.00,,,3.000
2025-04-25T16:51:22.115827,64.00,0.00,,,4.000
2025-04-25T16:51:22.569999,65.00,0.00,,,5.000
2025-04-25T16:51:22.927665,66.00,0.00,,,4.000
2025-04-25T16:51:23.297088,67.00,0.00,,,3.000
2025-04-25T16:51:23.645903,68.00,0.00,,,2.000
2025-04-25T16:51:23.992792,69.00,0.00,,,1.000
2025-04-25T16:51:24.358827,69.80,0.00,,,0.200
2025-04-25T16:51:24.729775,70.00,0.00,,,0.000
2025-04-25T16:51:25.090257,71.00,0.00,,,1.000
2025-04-25T16:51:25.444139,72.00,0.00,,,2.000
2025-04-25T16:51:25.796588,73.00,0.00,,,3.000
2025-04-25T16:51:26.147770,74.00,0.00,,,4.000
2025-04-25T16:51:26.521659,75.00,0.00,,,5.000
2025-04-25T16:51:26.891548,76.00,0.00,,,4.000
2025-04-25T16:51:27.240532,77.00,0.00,,,3.000
2025-04-25T16:51:27.609939,78.00,0.00,,,2.000
2025-04-25T16:51:27.976843,79.00,0.00,,,1.000
2025-04-25T16:51:28.322653,79.80,0.00,,,0.200
2025-04-25T16:51:28.697148,80.00,0.00,,,0.000
2025-04-25T16:51:29.073779,81.00,0.00,,,1.000
2025-04-25T16:51:29.429102,82.00,0.00,,,2.000
2025-04-25T16:51:29.787192,83.00,0.00,,,3.000
2025-04-25T16:51:30.155001,84.00,0.00,,,4.000
2025-04-25T16:51:30.617546,85.00,0.00,,,5.000
2025-04-25T16:51:30.986248,86.00,0.00,,,4.000
2025-04-25T16:51:31.350679,87.00,0.00,,,3.000
2025-04-25T16:51:31.720615,88.00,0.00,,,2.000
2025-04-25T16:51:32.086167,89.00,0.00,,,1.000
2025-04-25T16:51:32.420893,89.80,0.00,,,0.200
2025-04-25T16:51:32.754502,90.00,0.00,,,0.000
2025-04-25T16:51:33.147722,91.00,0.00,,,1.000
2025-04-25T16:51:33.556356,92.00,0.00,,,2.000
2025-04-25T16:51:34.022593,93.00,0.00,,,3.000
2025-04-25T16:51:34.371859,94.00,0.00,,,4.000
2025-04-25T16:51:34.713571,95.00,0.00,,,5.000
2025-04-25T16:51:35.040036,96.00,0.00,,,4.000
2025-04-25T16:51:35.379480,97.00,0.00,,,3.000
2025-04-25T16:51:35.718678,98.00,0.00,,,2.000
2025-04-25T16:51:36.052263,99.00,0.00,,,1.000
2025-04-25T16:51:36.385538,99.80,0.00,,,0.200
2025-04-25T16:51:36.717863,100.00,0.00,,,0.000
2025-04-25T16:51:37.073985,100.00,0.00,,,0.000
2025-04-27T16:46:15.309344,33.17,-0.77,0.0,3D Fix,8,0
2025-04-27T16:46:20.337163,31.74,-0.31,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:20.686665,30.31,0.15,162.0118536032743,3D Fix,9,0
2025-04-27T16:46:20.986480,28.88,0.61,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:21.447476,27.45,1.07,162.0118536032743,3D Fix,9,0
2025-04-27T16:46:21.834929,25.93,1.56,162.0118536032743,3D Fix,9,0
2025-04-27T16:46:22.173028,24.41,2.05,162.0118536032743,3D Fix,10,0
2025-04-27T16:46:22.504435,22.89,2.54,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:22.838677,21.37,3.03,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:23.062290,19.85,3.52,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:23.466047,18.33,4.01,162.0118536032743,3D Fix,9,0
2025-04-27T16:46:23.787948,16.81,4.5,162.0118536032743,3D Fix,8,0
2025-04-27T16:46:24.088285,15.29,4.99,162.0118536032743,3D Fix,9,0
2025-04-27T16:46:24.392453,13.77,5.48,162.0118536032743,3D Fix,8,0
2025-04-27T16:46:24.704826,12.25,5.97,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:25.006686,10.73,6.46,162.0118536032743,3D Fix,10,0
2025-04-27T16:46:25.320068,9.21,6.95,162.0118536032743,3D Fix,10,0
2025-04-27T16:46:25.652339,7.69,7.44,162.0118536032743,3D Fix,10,0
2025-04-27T16:46:25.968905,6.17,7.93,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:26.280499,4.65,8.42,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:26.595485,3.13,8.91,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:26.902472,1.61,9.4,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:27.217789,0.09,9.89,162.0118536032743,3D Fix,12,0
2025-04-27T16:46:27.534343,0.0,10.0,162.0118536032743,3D Fix,11,0
2025-04-27T16:46:31.617589,0.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:32.174772,1.11,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:33.335404,3.43,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:33.808327,4.38,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:34.217291,5.18,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:34.603179,5.97,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:35.001145,6.77,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:35.432539,7.63,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:36.033916,8.8,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:36.518872,9.79,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:37.056120,10.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:37.361488,10.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:37.776501,10.84,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:38.231482,11.76,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:38.716472,12.73,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:39.271299,13.84,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:40.613445,16.49,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:42.662367,20.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:43.428120,20.0,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:44.096849,20.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:45.143328,22.11,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:46.203828,24.2,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:46.826417,25.47,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:47.312202,26.41,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:47.732966,27.28,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:48.153314,28.12,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:48.585804,28.98,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:48.957748,29.72,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:49.435573,30.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:49.903405,30.0,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:50.352142,30.9,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:50.707478,31.61,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:51.054194,32.3,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:51.424905,33.04,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:51.838277,33.87,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:52.192160,34.58,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:52.575851,35.33,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:52.922875,36.04,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:53.317428,36.83,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:53.735246,37.67,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:54.099170,38.4,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:54.554799,39.3,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:54.905674,40.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:55.254548,40.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:55.502579,40.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:55.865168,40.73,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:56.319847,41.61,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:56.683205,42.37,10.0,0.0,3D Fix,8,0
2025-04-27T16:46:57.033706,43.07,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:57.404830,43.78,10.0,0.0,3D Fix,12,0
2025-04-27T16:46:57.751104,44.5,10.0,0.0,3D Fix,10,0
2025-04-27T16:46:58.137970,45.27,10.0,0.0,3D Fix,9,0
2025-04-27T16:46:58.688550,46.37,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:59.130378,47.25,10.0,0.0,3D Fix,11,0
2025-04-27T16:46:59.548734,48.1,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:00.834826,50.0,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:01.539548,50.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:02.707808,50.03,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:03.707092,52.4,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:04.807371,54.6,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:05.420254,55.83,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:06.003337,57.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:08.515003,60.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:09.416524,60.0,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:09.831571,60.03,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:10.206368,60.78,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:10.611121,61.56,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:10.972370,62.27,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:11.376523,63.11,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:11.871873,64.1,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:12.582383,65.52,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:13.048617,66.43,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:13.542738,67.44,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:14.036576,68.4,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:15.049284,70.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:15.806557,70.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:16.366452,70.0,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:17.012351,71.31,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:17.921715,73.11,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:18.388677,74.06,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:18.964075,75.21,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:19.824266,76.93,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:21.079954,79.37,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:22.938929,80.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:23.703265,80.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:24.087629,80.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:24.608445,81.04,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:25.375995,82.58,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:26.150858,84.13,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:26.895154,85.62,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:27.584173,86.98,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:28.079867,87.99,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:28.491738,88.81,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:28.856405,89.54,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:29.282110,90.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:47:29.716386,90.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:30.149528,90.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:30.579539,90.86,10.0,0.0,3D Fix,12,0
2025-04-27T16:47:31.860456,93.42,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:33.074034,95.82,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:34.341566,98.38,10.0,0.0,3D Fix,9,0
2025-04-27T16:47:35.341269,100.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:47:36.802287,100.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:47:43.399222,100.0,10.0,270.0,3D Fix,10,0
2025-04-27T16:47:43.727470,100.0,10.0,270.0,3D Fix,10,0
2025-04-27T16:47:44.148577,100.0,9.15,270.0,3D Fix,9,0
2025-04-27T16:47:44.665580,100.0,8.12,270.0,3D Fix,10,0
2025-04-27T16:47:45.090437,100.0,7.3,270.0,3D Fix,9,0
2025-04-27T16:47:45.588997,100.0,6.27,270.0,3D Fix,11,0
2025-04-27T16:47:45.991892,100.0,5.46,270.0,3D Fix,11,0
2025-04-27T16:47:46.449602,100.0,5.0,270.0,3D Fix,10,0
2025-04-27T16:47:47.227611,100.0,5.0,270.0,3D Fix,12,0
2025-04-27T16:47:48.257332,100.0,5.0,270.0,3D Fix,9,0
2025-04-27T16:47:54.302213,99.99,5.0,180.0,3D Fix,11,0
2025-04-27T16:47:55.096875,98.4,5.0,180.0,3D Fix,12,0
2025-04-27T16:47:55.678662,97.24,5.0,180.0,3D Fix,8,0
2025-04-27T16:47:56.053417,96.49,5.0,180.0,3D Fix,11,0
2025-04-27T16:47:56.436740,95.72,5.0,180.0,3D Fix,8,0
2025-04-27T16:47:56.797300,95.0,5.0,180.0,3D Fix,11,0
2025-04-27T16:47:57.197188,94.2,5.0,180.0,3D Fix,8,0
2025-04-27T16:47:57.613692,93.37,5.0,180.0,3D Fix,9,0
2025-04-27T16:47:58.018246,92.57,5.0,180.0,3D Fix,9,0
2025-04-27T16:47:58.458885,91.69,5.0,180.0,3D Fix,12,0
2025-04-27T16:47:58.900727,90.8,5.0,180.0,3D Fix,10,0
2025-04-27T16:47:59.240877,90.12,5.0,180.0,3D Fix,10,0
2025-04-27T16:47:59.628069,90.0,5.0,180.0,3D Fix,8,0
2025-04-27T16:47:59.937746,90.0,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:00.357121,89.16,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:00.707482,88.46,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:01.125623,87.62,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:01.663692,86.54,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:02.222131,85.42,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:02.655161,84.55,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:03.210641,83.46,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:03.918795,82.02,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:04.442067,80.97,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:05.430060,80.0,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:07.089178,80.0,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:07.745321,80.0,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:08.053727,79.45,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:08.301298,78.91,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:08.513698,78.47,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:09.009678,77.48,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:09.367306,76.8,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:09.964370,75.57,5.0,180.0,3D Fix,8,0
2025-04-27T16:48:10.442994,74.61,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:10.850194,73.82,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:11.207800,73.08,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:11.588426,72.32,5.0,180.0,3D Fix,8,0
2025-04-27T16:48:11.974070,71.55,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:12.565851,70.37,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:13.055995,70.0,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:13.656478,70.0,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:14.092363,70.0,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:14.541870,69.03,5.0,180.0,3D Fix,8,0
2025-04-27T16:48:14.925870,68.26,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:15.435461,67.24,5.0,180.0,3D Fix,9,0
2025-04-27T16:48:15.807458,66.5,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:16.239475,65.64,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:17.116900,63.88,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:18.187566,61.74,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:19.123407,60.0,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:19.619687,60.0,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:20.003267,60.0,5.0,180.0,3D Fix,8,0
2025-04-27T16:48:20.794749,58.41,5.0,180.0,3D Fix,10,0
2025-04-27T16:48:21.812392,56.4,5.0,180.0,3D Fix,11,0
2025-04-27T16:48:22.750946,54.53,5.0,180.0,3D Fix,12,0
2025-04-27T16:48:23.337838,53.32,5.0,180.0,3D Fix,9,0
