2025-04-27T16:48:35.866160,26.95,9.6,0.0,3D Fix,10,0
2025-04-27T16:48:41.761453,25.45,9.62,179.1496612576505,3D Fix,11,0
2025-04-27T16:48:42.126904,23.95,9.64,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:42.476649,22.45,9.66,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:42.853839,20.95,9.68,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:43.157783,19.35,9.7,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:43.470937,17.75,9.72,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:43.804221,16.15,9.74,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:44.158550,14.55,9.76,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:44.681492,12.95,9.78,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:45.564801,11.35,9.8,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:46.571743,9.75,9.82,179.1496612576505,3D Fix,12,0
2025-04-27T16:48:46.955456,8.15,9.84,179.1496612576505,3D Fix,11,0
2025-04-27T16:48:47.226292,6.55,9.86,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:47.492629,4.95,9.88,179.1496612576505,3D Fix,8,0
2025-04-27T16:48:47.819476,3.35,9.9,179.1496612576505,3D Fix,10,0
2025-04-27T16:48:48.125717,1.75,9.92,179.1496612576505,3D Fix,9,0
2025-04-27T16:48:48.509360,0.15,9.94,179.1496612576505,3D Fix,10,0
2025-04-27T16:48:48.805145,0.0,10.0,179.1496612576505,3D Fix,8,0
2025-04-27T16:49:02.787633,0.02,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:03.904571,2.3,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:04.394196,3.28,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:04.823460,4.14,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:05.387433,5.27,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:06.185535,6.87,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:06.684921,7.87,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:07.050698,8.57,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:07.418057,9.34,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:07.771702,10.0,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:08.214672,10.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:08.632258,10.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:09.231314,11.12,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:09.948175,12.63,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:10.600907,13.94,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:11.002898,14.74,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:11.425292,15.56,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:11.834525,16.4,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:12.187068,17.11,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:12.548655,17.83,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:13.005827,18.75,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:13.474428,19.65,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:13.854172,20.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:14.231473,20.0,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:14.506843,20.0,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:14.856496,20.7,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:15.475074,21.94,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:16.152172,23.29,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:16.531289,24.05,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:16.928887,24.85,10.0,0.0,3D Fix,10,0
2025-04-27T16:49:17.279494,25.55,10.0,0.0,3D Fix,11,0
2025-04-27T16:49:17.633219,26.26,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:17.991161,26.98,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:18.364218,27.73,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:18.838033,28.66,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:19.225751,29.45,10.0,0.0,3D Fix,12,0
2025-04-27T16:49:19.623464,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.075550,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.370892,30.0,10.0,0.0,3D Fix,8,0
2025-04-27T16:49:20.760509,30.78,10.0,0.0,3D Fix,9,0
2025-04-27T16:49:21.228248,31.72,10.0,0.0,3D Fix,9,0
